STATION,DATE,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyWindSpeed
MHK VL,2021/06/04 14:56:00,77,0.00,56,10
MHK VL,2021/06/04 15:56:00,77,0.00,56,9
MHK VL,2021/06/04 16:56:00,77,0.00,56,7
MHK VL,2021/06/04 17:56:00,74,0.00,60,3
MHK VL,2021/06/04 18:56:00,74,0.00,60,7
MHK VL,2021/06/04 19:56:00,69,0.00,70,5
MHK VL,2021/06/04 20:56:00,68,0.00,70,3
MHK VL,2021/06/04 21:56:00,66,0.00,75,3
MHK VL,2021/06/04 22:56:00,68,0.00,68,6
MHK VL,2021/06/04 23:56:00,68,0.00,68,7
MHK VL,2021/06/05 00:56:00,67,0.00,71,6
MHK VL,2021/06/05 01:56:00,67,0.00,71,3
MHK VL,2021/06/05 02:56:00,68,0.00,70,7
MHK VL,2021/06/05 03:56:00,69,0.00,68,9
MHK VL,2021/06/05 04:56:00,69,0.00,68,10
MHK VL,2021/06/05 05:56:00,71,0.00,66,11
MHK VL,2021/06/05 06:56:00,74,0.00,60,17
MHK VL,2021/06/05 07:56:00,74,0.00,56,17
MHK VL,2021/06/05 08:56:00,75,0.00,52,17
MHK VL,2021/06/05 09:56:00,74,0.00,54,18
MHK VL,2021/06/05 10:56:00,73,0.00,55,15
MHK VL,2021/06/05 11:56:00,76,0.00,54,11
MHK VL,2021/06/05 12:56:00,75,0.00,54,14
MHK VL,2021/06/05 13:56:00,75,0.00,55,14
MHK VL,2021/06/05 14:56:00,73,0.00,57,9
MHK VL,2021/06/05 15:56:00,77,0.00,56,7
MHK VL,2021/06/05 16:56:00,74,0.00,57,8
MHK VL,2021/06/05 17:56:00,73,0.00,53,8
MHK VL,2021/06/05 18:56:00,70,0.00,57,7
MHK VL,2021/06/05 19:56:00,69,0.00,57,8
MHK VL,2021/06/05 20:56:00,67,0.00,59,8
MHK VL,2021/06/05 21:56:00,68,0.00,57,6
MHK VL,2021/06/05 22:56:00,67,0.00,61,3
MHK VL,2021/06/05 23:56:00,66,0.00,65,3
MHK VL,2021/06/06 00:56:00,67,0.00,66,6
MHK VL,2021/06/06 01:56:00,68,0.00,65,6
MHK VL,2021/06/06 02:56:00,67,0.00,68,0
MHK VL,2021/06/06 03:56:00,68,0.00,65,6
MHK VL,2021/06/06 04:56:00,68,0.00,65,3
MHK VL,2021/06/06 05:56:00,72,0.00,61,7
MHK VL,2021/06/06 06:56:00,75,0.00,58,13
MHK VL,2021/06/06 07:56:00,77,0.00,54,14
MHK VL,2021/06/06 08:56:00,77,0.00,54,10
MHK VL,2021/06/06 09:56:00,79,0.00,50,14
MHK VL,2021/06/06 10:56:00,80,0.00,51,10
MHK VL,2021/06/06 11:56:00,82,0.00,49,14
MHK VL,2021/06/06 12:56:00,83,0.00,48,11
MHK VL,2021/06/06 13:56:00,86,0.00,45,11
MHK VL,2021/06/06 14:56:00,87,0.00,42,13
MHK VL,2021/06/06 15:56:00,86,0.00,43,11
MHK VL,2021/06/06 16:56:00,83,0.00,48,9
MHK VL,2021/06/06 17:56:00,81,0.00,49,8
MHK VL,2021/06/06 18:56:00,77,0.00,52,6
MHK VL,2021/06/06 19:56:00,73,0.00,62,0
MHK VL,2021/06/06 20:56:00,65,0.00,81,0
MHK VL,2021/06/06 21:56:00,65,0.00,78,0
MHK VL,2021/06/06 22:56:00,69,0.00,68,3
MHK VL,2021/06/06 23:56:00,69,0.00,68,0
MHK VL,2021/06/07 00:56:00,70,0.00,66,3
MHK VL,2021/06/07 01:56:00,68,0.00,70,5
MHK VL,2021/06/07 02:56:00,71,0.00,66,5
MHK VL,2021/06/07 03:56:00,71,0.00,66,3
MHK VL,2021/06/07 04:56:00,68,0.00,73,0
MHK VL,2021/06/07 05:56:00,72,0.00,68,0
MHK VL,2021/06/07 06:56:00,77,0.00,60,8
MHK VL,2021/06/07 07:56:00,80,0.00,56,7
MHK VL,2021/06/07 08:56:00,82,0.00,53,9
MHK VL,2021/06/07 09:56:00,83,0.00,53,10
MHK VL,2021/06/07 10:56:00,85,0.00,51,9
MHK VL,2021/06/07 11:56:00,85,0.00,53,10
MHK VL,2021/06/07 12:56:00,85,0.00,51,14
MHK VL,2021/06/07 13:56:00,85,0.00,51,10
MHK VL,2021/06/07 14:56:00,86,0.00,53,8
MHK VL,2021/06/07 15:56:00,85,0.00,55,8
MHK VL,2021/06/07 16:56:00,86,0.00,55,10
MHK VL,2021/06/07 17:56:00,81,0.00,67,6
MHK VL,2021/06/07 18:56:00,81,0.00,65,7
MHK VL,2021/06/07 19:56:00,77,0.00,71,3
MHK VL,2021/06/07 20:56:00,76,0.00,77,6
MHK VL,2021/06/07 21:56:00,75,0.00,82,0
MHK VL,2021/06/07 22:56:00,75,0.00,79,3
MHK VL,2021/06/07 23:56:00,76,0.00,67,7
MHK VL,2021/06/08 00:56:00,74,0.00,71,5
MHK VL,2021/06/08 01:56:00,73,0.00,71,5
MHK VL,2021/06/08 02:56:00,72,0.00,73,7
MHK VL,2021/06/08 03:56:00,72,0.0,73,6
MHK VL,2021/06/08 04:56:00,72,0.0,73,11
MHK VL,2021/06/08 05:35:00,68,0.02,90,10
MHK VL,2021/06/08 05:56:00,68,0.09,93,10
MHK VL,2021/06/08 06:03:00,68,0.01,93,8
MHK VL,2021/06/08 06:16:00,68,0.06,93,7
MHK VL,2021/06/08 06:33:00,68,0.09,96,6
MHK VL,2021/06/08 06:56:00,69,0.10,96,6
MHK VL,2021/06/08 07:56:00,70,0.0,93,5
MHK VL,2021/06/08 08:06:00,70,0.0,93,3
MHK VL,2021/06/08 08:16:00,70,0.0,93,0
MHK VL,2021/06/08 08:56:00,72,0.0,87,3
MHK VL,2021/06/08 09:16:00,72,0.0,91,9
MHK VL,2021/06/08 09:56:00,72,0.0,87,9
MHK VL,2021/06/08 10:56:00,72,0.0,87,10
MHK VL,2021/06/08 11:25:00,71,0.0,90,7
MHK VL,2021/06/08 11:48:00,72,0.0,91,9
MHK VL,2021/06/08 11:56:00,72,0.0,91,7
MHK VL,2021/06/08 12:56:00,73,0.01,90,9
MHK VL,2021/06/08 13:54:00,75,0.0,83,7
MHK VL,2021/06/08 13:56:00,76,0.00,82,7
MHK VL,2021/06/08 14:19:00,75,0.0,82,7
MHK VL,2021/06/08 14:54:00,79,0.0,79,8
MHK VL,2021/06/08 14:56:00,78,0.0,76,10
MHK VL,2021/06/08 15:56:00,78,0.00,76,7
MHK VL,2021/06/08 16:56:00,76,0.00,79,9
MHK VL,2021/06/08 17:56:00,75,0.00,82,7
MHK VL,2021/06/08 18:56:00,74,0.00,85,5
MHK VL,2021/06/08 19:56:00,72,0.00,87,0
MHK VL,2021/06/08 20:56:00,71,0.00,90,3
MHK VL,2021/06/08 21:56:00,71,0.00,90,0
MHK VL,2021/06/08 22:56:00,68,0.00,96,0
MHK VL,2021/06/08 23:56:00,69,0.00,93,0
MHK VL,2021/06/09 00:56:00,67,0.00,97,0
MHK VL,2021/06/09 01:28:00,68,0.0,93,0
MHK VL,2021/06/09 01:41:00,68,0.0,93,3
MHK VL,2021/06/09 01:56:00,68,0.00,96,7
MHK VL,2021/06/09 02:02:00,68,0.0,96,5
MHK VL,2021/06/09 02:33:00,68,0.0,96,6
MHK VL,2021/06/09 02:56:00,68,0.00,96,5
MHK VL,2021/06/09 03:32:00,68,0.0,96,5
MHK VL,2021/06/09 03:56:00,68,0.00,96,5
MHK VL,2021/06/09 04:49:00,68,0.0,96,5
MHK VL,2021/06/09 04:56:00,68,0.00,96,6
MHK VL,2021/06/09 05:32:00,68,0.0,96,5
MHK VL,2021/06/09 05:40:00,68,0.0,96,6
MHK VL,2021/06/09 05:54:00,68,0.0,94,6
MHK VL,2021/06/09 05:56:00,68,0.00,96,3
MHK VL,2021/06/09 06:56:00,68,0.00,96,3
MHK VL,2021/06/09 07:12:00,68,0.0,96,3
MHK VL,2021/06/09 07:21:00,68,0.0,96,3
MHK VL,2021/06/09 07:36:00,68,0.0,96,5
MHK VL,2021/06/09 07:56:00,68,0.00,96,5
MHK VL,2021/06/09 08:20:00,69,0.0,93,5
MHK VL,2021/06/09 08:30:00,69,0.0,93,5
MHK VL,2021/06/09 08:54:00,70,0.0,88,0
MHK VL,2021/06/09 08:56:00,70,0.00,90,0
MHK VL,2021/06/09 09:56:00,73,0.00,81,0
MHK VL,2021/06/09 10:19:00,73,0.0,84,6
MHK VL,2021/06/09 10:56:00,74,0.00,85,6
MHK VL,2021/06/09 11:54:00,79,0.0,74,11
MHK VL,2021/06/09 11:56:00,78,0.00,74,9
MHK VL,2021/06/09 12:12:00,80,0.0,67,13
MHK VL,2021/06/09 12:56:00,83,0.00,51,11
MHK VL,2021/06/09 13:56:00,85,0.00,40,13
MHK VL,2021/06/09 14:56:00,85,0.00,39,10
MHK VL,2021/06/09 15:56:00,85,0.00,36,14
MHK VL,2021/06/09 16:56:00,84,0.00,38,11
MHK VL,2021/06/09 17:56:00,82,0.00,38,9
MHK VL,2021/06/09 18:56:00,80,0.00,41,6
MHK VL,2021/06/09 19:56:00,74,0.00,50,7
MHK VL,2021/06/09 20:56:00,62,0.00,80,0
MHK VL,2021/06/09 21:56:00,58,0.00,87,3
MHK VL,2021/06/09 22:56:00,56,0.00,90,3
MHK VL,2021/06/09 23:56:00,55,0.00,87,0
MHK VL,2021/06/10 00:56:00,53,0.00,86,3
MHK VL,2021/06/10 01:56:00,51,0.00,86,5
MHK VL,2021/06/10 02:56:00,52,0.00,83,3
MHK VL,2021/06/10 03:56:00,50,0.00,89,0
MHK VL,2021/06/10 04:56:00,48,0.00,89,0
MHK VL,2021/06/10 05:56:00,55,0.00,83,5
MHK VL,2021/06/10 06:56:00,61,0.00,67,8
MHK VL,2021/06/10 07:56:00,66,0.00,54,13
MHK VL,2021/06/10 08:56:00,69,0.00,47,8
MHK VL,2021/06/10 09:56:00,73,0.00,40,11
MHK VL,2021/06/10 10:56:00,74,0.00,34,9
MHK VL,2021/06/10 11:56:00,76,0.00,32,13
MHK VL,2021/06/10 12:56:00,78,0.00,30,13
MHK VL,2021/06/10 13:56:00,78,0.00,30,11
MHK VL,2021/06/10 14:56:00,78,0.00,29,11
MHK VL,2021/06/10 15:56:00,78,0.00,30,11
MHK VL,2021/06/10 16:56:00,77,0.00,30,13
MHK VL,2021/06/10 17:56:00,75,0.00,31,10
MHK VL,2021/06/10 18:56:00,72,0.00,34,9
MHK VL,2021/06/10 19:56:00,63,0.00,52,7
MHK VL,2021/06/10 20:56:00,60,0.00,58,5
MHK VL,2021/06/10 21:56:00,60,0.00,58,8
MHK VL,2021/06/10 22:56:00,56,0.00,67,6
MHK VL,2021/06/10 23:56:00,55,0.00,69,3
MHK VL,2021/06/11 00:56:00,54,0.00,75,3
MHK VL,2021/06/11 01:56:00,55,0.00,74,5
MHK VL,2021/06/11 02:56:00,55,0.00,77,6
MHK VL,2021/06/11 03:56:00,58,0.00,67,8
MHK VL,2021/06/11 04:56:00,58,0.00,67,9
MHK VL,2021/06/11 05:56:00,57,0.0,72,8
MHK VL,2021/06/11 06:56:00,58,0.0,78,5
MHK VL,2021/06/11 07:56:00,63,0.00,73,0
MHK VL,2021/06/11 08:56:00,68,0.00,63,3
MHK VL,2021/06/11 09:56:00,69,0.00,66,5
MHK VL,2021/06/11 10:56:00,72,0.00,61,0
MHK VL,2021/06/11 11:56:00,72,0.00,57,0
MHK VL,2021/06/11 12:56:00,74,0.00,54,0
MHK VL,2021/06/11 13:56:00,74,0.0,60,6
MHK VL,2021/06/11 14:56:00,71,0.0,63,9
MHK VL,2021/06/11 15:56:00,66,0.0,75,10
MHK VL,2021/06/11 16:56:00,65,0.01,81,7
MHK VL,2021/06/11 17:56:00,65,0.0,84,8
MHK VL,2021/06/11 18:56:00,63,0.0,84,10
MHK VL,2021/06/11 19:56:00,62,0.00,86,8
MHK VL,2021/06/11 20:56:00,62,0.00,86,6
MHK VL,2021/06/11 21:56:00,63,0.00,81,5
MHK VL,2021/06/11 22:56:00,62,0.0,86,8
MHK VL,2021/06/11 23:56:00,61,0.01,93,5
MHK VL,2021/06/12 00:56:00,61,0.00,93,3
MHK VL,2021/06/12 01:22:00,61,0.0,93,3
MHK VL,2021/06/12 01:56:00,61,0.0,93,5
MHK VL,2021/06/12 02:56:00,61,0.00,90,6
MHK VL,2021/06/12 03:56:00,60,0.00,90,5
MHK VL,2021/06/12 04:56:00,59,0.00,93,5
MHK VL,2021/06/12 05:56:00,63,0.00,84,5
MHK VL,2021/06/12 06:56:00,65,0.00,76,7
MHK VL,2021/06/12 07:56:00,69,0.00,66,3
MHK VL,2021/06/12 08:56:00,72,0.00,57,6
MHK VL,2021/06/12 09:56:00,75,0.00,48,7
MHK VL,2021/06/12 10:56:00,76,0.00,43,9
MHK VL,2021/06/12 11:56:00,76,0.00,39,0
MHK VL,2021/06/12 12:56:00,79,0.00,35,6
MHK VL,2021/06/12 13:56:00,80,0.00,34,5
MHK VL,2021/06/12 14:56:00,79,0.00,34,3
MHK VL,2021/06/12 15:56:00,81,0.00,29,3
MHK VL,2021/06/12 16:56:00,80,0.00,30,7
MHK VL,2021/06/12 17:56:00,79,0.00,30,8
MHK VL,2021/06/12 18:56:00,75,0.00,36,0
MHK VL,2021/06/12 19:56:00,64,0.00,65,3
MHK VL,2021/06/12 20:56:00,59,0.00,78,0
MHK VL,2021/06/12 21:56:00,56,0.00,84,0
MHK VL,2021/06/12 22:56:00,56,0.00,84,0
MHK VL,2021/06/12 23:56:00,54,0.00,87,3
MHK VL,2021/06/13 00:56:00,56,0.00,87,0
MHK VL,2021/06/13 01:56:00,54,0.00,90,5
MHK VL,2021/06/13 02:56:00,51,0.00,92,3
MHK VL,2021/06/13 03:56:00,52,0.00,83,0
MHK VL,2021/06/13 04:56:00,52,0.00,83,0
MHK VL,2021/06/13 05:56:00,59,0.00,78,0
MHK VL,2021/06/13 06:56:00,68,0.00,59,0
MHK VL,2021/06/13 07:56:00,75,0.00,46,0
MHK VL,2021/06/13 08:56:00,76,0.00,43,7
MHK VL,2021/06/13 09:56:00,78,0.00,35,8
MHK VL,2021/06/13 10:56:00,79,0.00,34,9
MHK VL,2021/06/13 11:56:00,80,0.00,33,9
MHK VL,2021/06/13 12:56:00,81,0.00,34,9
MHK VL,2021/06/13 13:56:00,81,0.00,34,9
MHK VL,2021/06/13 14:56:00,81,0.00,35,10
MHK VL,2021/06/13 15:56:00,80,0.00,37,7
MHK VL,2021/06/13 16:56:00,78,0.00,40,6
MHK VL,2021/06/13 17:56:00,78,0.00,42,7
MHK VL,2021/06/13 18:56:00,75,0.00,48,0
MHK VL,2021/06/13 19:56:00,70,0.00,66,5
MHK VL,2021/06/13 20:56:00,67,0.00,73,3
MHK VL,2021/06/13 21:56:00,66,0.00,73,0
MHK VL,2021/06/13 22:50:00,66,0.0,78,0
MHK VL,2021/06/13 22:51:00,66,0.02,81,0
MHK VL,2021/06/13 23:11:00,65,0.12,90,16
MHK VL,2021/06/13 23:19:00,65,0.17,90,10
MHK VL,2021/06/13 23:24:00,65,0.24,90,7
MHK VL,2021/06/13 23:40:00,64,0.34,93,6
MHK VL,2021/06/13 23:56:00,63,0.37,97,0
MHK VL,2021/06/14 00:07:00,63,0.03,93,7
MHK VL,2021/06/14 00:29:00,63,0.05,93,3
MHK VL,2021/06/14 00:56:00,63,0.07,93,5
MHK VL,2021/06/14 01:56:00,63,0.0,90,6
MHK VL,2021/06/14 02:56:00,62,0.00,93,0
MHK VL,2021/06/14 03:56:00,60,0.00,93,0
MHK VL,2021/06/14 04:56:00,60,0.00,93,0
MHK VL,2021/06/14 05:39:00,62,0.0,93,0
MHK VL,2021/06/14 05:54:00,63,0.0,94,0
MHK VL,2021/06/14 05:56:00,63,0.00,90,3
MHK VL,2021/06/14 06:29:00,65,0.0,90,5
MHK VL,2021/06/14 06:56:00,67,0.00,87,9
MHK VL,2021/06/14 07:14:00,66,0.0,87,9
MHK VL,2021/06/14 07:39:00,66,0.0,84,10
MHK VL,2021/06/14 07:46:00,66,0.0,87,10
MHK VL,2021/06/14 07:54:00,68,0.0,83,7
MHK VL,2021/06/14 07:56:00,68,0.00,81,8
MHK VL,2021/06/14 08:56:00,70,0.00,73,8
MHK VL,2021/06/14 09:56:00,70,0.00,73,14
MHK VL,2021/06/14 10:56:00,71,0.00,68,14
MHK VL,2021/06/14 11:56:00,74,0.00,60,11
MHK VL,2021/06/14 12:56:00,70,0.00,68,18
MHK VL,2021/06/14 13:56:00,66,0.00,78,17
MHK VL,2021/06/14 14:56:00,65,0.00,76,14
MHK VL,2021/06/14 15:56:00,63,0.00,78,9
MHK VL,2021/06/14 16:56:00,66,0.00,68,13
MHK VL,2021/06/14 17:56:00,65,0.00,73,9
MHK VL,2021/06/14 18:56:00,64,0.00,75,7
MHK VL,2021/06/14 19:56:00,62,0.00,78,3
MHK VL,2021/06/14 20:56:00,61,0.00,84,5
MHK VL,2021/06/14 21:56:00,60,0.00,86,7
MHK VL,2021/06/14 22:56:00,60,0.00,90,6
MHK VL,2021/06/14 23:56:00,60,0.00,86,8
MHK VL,2021/06/15 00:56:00,59,0.00,93,0
MHK VL,2021/06/15 01:06:00,59,0.0,93,0
MHK VL,2021/06/15 01:41:00,58,0.0,97,3
MHK VL,2021/06/15 01:56:00,59,0.00,93,3
MHK VL,2021/06/15 02:54:00,61,0.0,88,7
MHK VL,2021/06/15 02:56:00,61,0.00,90,7
MHK VL,2021/06/15 03:56:00,61,0.00,90,5
MHK VL,2021/06/15 04:56:00,61,0.01,93,5
MHK VL,2021/06/15 05:56:00,60,0.00,93,7
MHK VL,2021/06/15 06:56:00,61,0.0,90,7
MHK VL,2021/06/15 07:56:00,62,0.0,90,6
MHK VL,2021/06/15 08:33:00,63,0.0,87,7
MHK VL,2021/06/15 08:56:00,63,0.01,90,9
MHK VL,2021/06/15 09:01:00,63,0.05,90,5
MHK VL,2021/06/15 09:08:00,63,0.08,90,7
MHK VL,2021/06/15 09:16:00,63,0.12,87,8
MHK VL,2021/06/15 09:24:00,63,0.13,90,5
MHK VL,2021/06/15 09:33:00,64,0.13,93,8
MHK VL,2021/06/15 09:54:00,64,0.0,88,8
MHK VL,2021/06/15 09:56:00,66,0.12,84,7
MHK VL,2021/06/15 10:17:00,64,0.07,87,9
MHK VL,2021/06/15 10:25:00,62,0.23,90,7
MHK VL,2021/06/15 10:35:00,63,0.27,93,9
MHK VL,2021/06/15 10:45:00,63,0.28,90,14
MHK VL,2021/06/15 10:52:00,63,0.28,94,11
MHK VL,2021/06/15 10:54:00,63,0.0,94,11
MHK VL,2021/06/15 10:56:00,63,0.28,90,13
MHK VL,2021/06/15 11:07:00,63,0.0,90,10
MHK VL,2021/06/15 11:56:00,64,0.0,87,10
MHK VL,2021/06/15 12:16:00,64,0.0,84,9
MHK VL,2021/06/15 12:56:00,67,0.00,73,8
MHK VL,2021/06/15 13:56:00,68,0.00,70,14
MHK VL,2021/06/15 14:30:00,66,0.0,70,16
MHK VL,2021/06/15 14:38:00,65,0.0,70,15
MHK VL,2021/06/15 14:54:00,64,0.0,68,14
MHK VL,2021/06/15 14:56:00,65,0.00,68,11
MHK VL,2021/06/15 15:56:00,69,0.00,59,6
MHK VL,2021/06/15 16:56:00,68,0.00,61,3
MHK VL,2021/06/15 17:56:00,65,0.00,70,9
MHK VL,2021/06/15 18:56:00,63,0.00,78,6
MHK VL,2021/06/15 19:56:00,61,0.00,81,0
MHK VL,2021/06/15 20:56:00,56,0.00,90,0
MHK VL,2021/06/15 21:56:00,51,0.00,96,5
MHK VL,2021/06/15 22:56:00,49,0.00,93,3
MHK VL,2021/06/15 23:56:00,50,0.00,74,5
MHK VL,2021/06/16 00:56:00,44,0.00,93,0
MHK VL,2021/06/16 01:56:00,43,0.00,89,0
MHK VL,2021/06/16 02:56:00,41,0.00,93,0
MHK VL,2021/06/16 03:56:00,42,0.00,89,3
MHK VL,2021/06/16 04:56:00,41,0.00,93,3
MHK VL,2021/06/16 05:56:00,51,0.00,80,0
MHK VL,2021/06/16 06:56:00,56,0.00,65,6
MHK VL,2021/06/16 07:56:00,60,0.00,56,9
MHK VL,2021/06/16 08:56:00,62,0.00,48,8
MHK VL,2021/06/16 09:56:00,64,0.00,46,14
MHK VL,2021/06/16 10:56:00,64,0.00,45,10
