STATION,DATE,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyWindSpeed
NORTH,2021/06/02 08:53:00,71,0.00,38,7
NORTH,2021/06/02 09:53:00,74,0.00,36,5
NORTH,2021/06/02 10:53:00,76,0.00,32,7
NORTH,2021/06/02 11:53:00,78,0.00,29,8
NORTH,2021/06/02 12:53:00,78,0.00,28,8
NORTH,2021/06/02 13:53:00,80,0.00,26,7
NORTH,2021/06/02 14:53:00,80,0.00,24,11
NORTH,2021/06/02 15:53:00,80,0.00,25,7
NORTH,2021/06/02 16:53:00,78,0.00,29,8
NORTH,2021/06/02 17:53:00,75,0.00,40,5
NORTH,2021/06/02 18:53:00,72,0.00,44,7
NORTH,2021/06/02 19:53:00,67,0.00,53,6
NORTH,2021/06/02 20:53:00,64,0.00,60,7
NORTH,2021/06/02 21:53:00,61,0.00,67,5
NORTH,2021/06/02 22:53:00,61,0.00,70,0
NORTH,2021/06/02 23:53:00,57,0.00,83,0
NORTH,2021/06/03 00:53:00,55,0.00,87,0
NORTH,2021/06/03 01:53:00,54,0.00,90,0
NORTH,2021/06/03 02:53:00,56,0.00,90,0
NORTH,2021/06/03 03:53:00,59,0.0,90,3
NORTH,2021/06/03 04:53:00,62,0.10,90,7
NORTH,2021/06/03 05:53:00,62,0.04,93,0
NORTH,2021/06/03 06:41:00,62,0.04,96,0
NORTH,2021/06/03 06:53:00,63,0.06,93,3
NORTH,2021/06/03 07:06:00,63,0.01,93,3
NORTH,2021/06/03 07:25:00,63,0.02,93,3
NORTH,2021/06/03 07:48:00,63,0.02,94,3
NORTH,2021/06/03 07:53:00,63,0.01,97,3
NORTH,2021/06/03 08:08:00,63,0.01,93,0
NORTH,2021/06/03 08:53:00,63,0.04,93,3
NORTH,2021/06/03 09:02:00,63,0.01,97,5
NORTH,2021/06/03 09:14:00,64,0.02,93,6
NORTH,2021/06/03 09:24:00,64,0.03,93,5
NORTH,2021/06/03 09:32:00,64,0.04,93,3
NORTH,2021/06/03 09:38:00,64,0.05,93,3
NORTH,2021/06/03 09:53:00,64,0.07,93,0
NORTH,2021/06/03 10:03:00,64,0.01,93,3
NORTH,2021/06/03 10:12:00,64,0.01,93,5
NORTH,2021/06/03 10:34:00,64,0.02,93,0
NORTH,2021/06/03 10:53:00,64,0.03,93,0
NORTH,2021/06/03 11:07:00,64,0.03,93,0
NORTH,2021/06/03 11:14:00,64,0.04,93,0
NORTH,2021/06/03 11:21:00,64,0.05,93,0
NORTH,2021/06/03 11:27:00,64,0.06,93,0
NORTH,2021/06/03 11:37:00,64,0.07,93,0
NORTH,2021/06/03 11:53:00,64,0.13,93,3
NORTH,2021/06/03 12:00:00,64,0.03,93,6
NORTH,2021/06/03 12:12:00,65,0.06,90,7
NORTH,2021/06/03 12:33:00,65,0.07,93,8
NORTH,2021/06/03 12:53:00,66,0.05,90,9
NORTH,2021/06/03 13:45:00,67,0.0,87,10
NORTH,2021/06/03 13:53:00,67,0.00,87,7
NORTH,2021/06/03 14:06:00,65,0.0,90,10
NORTH,2021/06/03 14:13:00,65,0.0,90,9
NORTH,2021/06/03 14:41:00,65,0.01,93,8
NORTH,2021/06/03 14:53:00,66,0.01,90,8
NORTH,2021/06/03 15:17:00,66,0.0,90,7
NORTH,2021/06/03 15:53:00,66,0.00,87,7
NORTH,2021/06/03 16:03:00,66,0.0,90,6
NORTH,2021/06/03 16:51:00,66,0.0,88,7
NORTH,2021/06/03 16:53:00,67,0.00,84,7
NORTH,2021/06/03 17:24:00,67,0.0,87,6
NORTH,2021/06/03 17:53:00,67,0.00,87,8
NORTH,2021/06/03 18:53:00,67,0.00,84,7
NORTH,2021/06/03 19:53:00,64,0.00,90,8
NORTH,2021/06/03 20:53:00,63,0.00,90,6
NORTH,2021/06/03 21:53:00,62,0.00,93,6
NORTH,2021/06/03 22:53:00,61,0.00,97,9
NORTH,2021/06/03 23:53:00,61,0.00,93,9
NORTH,2021/06/04 00:26:00,62,0.0,90,9
NORTH,2021/06/04 00:37:00,62,0.0,90,8
NORTH,2021/06/04 00:53:00,62,0.00,90,11
NORTH,2021/06/04 01:53:00,61,0.00,93,9
NORTH,2021/06/04 02:53:00,61,0.00,93,8
NORTH,2021/06/04 03:53:00,61,0.00,93,5
NORTH,2021/06/04 04:03:00,61,0.0,93,7
NORTH,2021/06/04 04:37:00,61,0.0,93,6
NORTH,2021/06/04 04:53:00,61,0.00,93,8
NORTH,2021/06/04 05:40:00,62,0.0,93,10
NORTH,2021/06/04 05:53:00,62,0.00,93,10
NORTH,2021/06/04 06:05:00,62,0.0,93,9
NORTH,2021/06/04 06:53:00,63,0.00,90,9
NORTH,2021/06/04 07:32:00,64,0.0,90,9
NORTH,2021/06/04 07:53:00,65,0.00,87,10
NORTH,2021/06/04 08:53:00,70,0.00,76,9
NORTH,2021/06/04 09:53:00,73,0.00,69,11
NORTH,2021/06/04 10:53:00,74,0.00,67,8
NORTH,2021/06/04 11:53:00,77,0.00,60,11
NORTH,2021/06/04 12:53:00,77,0.00,54,15
NORTH,2021/06/04 13:53:00,79,0.00,52,13
NORTH,2021/06/04 14:53:00,78,0.00,48,20
NORTH,2021/06/04 15:53:00,78,0.00,48,14
NORTH,2021/06/04 16:53:00,78,0.00,48,13
NORTH,2021/06/04 17:53:00,76,0.00,52,14
NORTH,2021/06/04 18:53:00,69,0.00,63,8
NORTH,2021/06/04 19:53:00,65,0.00,76,7
NORTH,2021/06/04 20:53:00,65,0.00,76,5
NORTH,2021/06/04 21:53:00,65,0.00,78,8
NORTH,2021/06/04 22:53:00,66,0.00,73,9
NORTH,2021/06/04 23:53:00,65,0.00,73,8
NORTH,2021/06/05 00:53:00,65,0.00,73,7
NORTH,2021/06/05 01:53:00,65,0.00,73,8
NORTH,2021/06/05 02:53:00,65,0.00,70,10
NORTH,2021/06/05 03:53:00,65,0.00,70,9
NORTH,2021/06/05 04:53:00,64,0.00,75,8
NORTH,2021/06/05 05:53:00,68,0.00,68,13
NORTH,2021/06/05 06:53:00,71,0.00,66,15
NORTH,2021/06/05 07:53:00,74,0.00,60,17
NORTH,2021/06/05 08:53:00,77,0.00,56,16
NORTH,2021/06/05 09:53:00,79,0.00,50,17
NORTH,2021/06/05 10:53:00,73,0.01,66,8
NORTH,2021/06/05 11:53:00,72,0.0,68,13
NORTH,2021/06/05 12:53:00,75,0.0,66,9
NORTH,2021/06/05 13:53:00,77,0.00,60,15
NORTH,2021/06/05 14:53:00,77,0.00,58,14
NORTH,2021/06/05 15:53:00,78,0.00,56,14
NORTH,2021/06/05 16:53:00,78,0.00,56,11
NORTH,2021/06/05 17:53:00,77,0.00,58,7
NORTH,2021/06/05 18:53:00,73,0.0,66,5
NORTH,2021/06/05 19:53:00,68,0.01,90,0
NORTH,2021/06/05 20:53:00,68,0.0,90,3
NORTH,2021/06/05 21:53:00,67,0.00,93,0
NORTH,2021/06/05 22:53:00,68,0.00,81,6
NORTH,2021/06/05 23:53:00,68,0.00,76,9
NORTH,2021/06/06 00:53:00,68,0.00,70,11
NORTH,2021/06/06 01:53:00,68,0.00,70,6
NORTH,2021/06/06 02:53:00,68,0.00,70,11
NORTH,2021/06/06 03:53:00,68,0.00,68,11
NORTH,2021/06/06 04:53:00,68,0.00,68,13
NORTH,2021/06/06 05:53:00,70,0.00,66,11
NORTH,2021/06/06 06:51:00,70,0.0,64,13
NORTH,2021/06/06 06:53:00,70,0.00,66,13
NORTH,2021/06/06 07:53:00,73,0.00,62,13
NORTH,2021/06/06 08:53:00,76,0.00,60,13
NORTH,2021/06/06 09:53:00,80,0.00,54,13
NORTH,2021/06/06 10:53:00,83,0.00,51,15
NORTH,2021/06/06 11:53:00,86,0.00,48,16
NORTH,2021/06/06 12:53:00,85,0.00,46,17
NORTH,2021/06/06 13:53:00,86,0.00,45,18
NORTH,2021/06/06 14:53:00,88,0.00,40,23
NORTH,2021/06/06 15:53:00,87,0.00,40,15
NORTH,2021/06/06 16:53:00,86,0.00,43,15
NORTH,2021/06/06 17:53:00,85,0.00,42,15
NORTH,2021/06/06 18:53:00,82,0.00,46,14
NORTH,2021/06/06 19:53:00,79,0.00,50,9
NORTH,2021/06/06 20:53:00,76,0.00,56,8
NORTH,2021/06/06 21:53:00,76,0.00,54,10
NORTH,2021/06/06 22:53:00,74,0.00,57,9
NORTH,2021/06/06 23:53:00,75,0.00,52,11
NORTH,2021/06/07 00:53:00,72,0.00,57,8
NORTH,2021/06/07 01:53:00,72,0.00,57,9
NORTH,2021/06/07 02:53:00,69,0.00,63,8
NORTH,2021/06/07 03:53:00,67,0.00,68,7
NORTH,2021/06/07 04:53:00,69,0.00,66,10
NORTH,2021/06/07 05:53:00,73,0.00,59,10
NORTH,2021/06/07 06:53:00,76,0.00,56,11
NORTH,2021/06/07 07:53:00,79,0.00,52,15
NORTH,2021/06/07 08:53:00,82,0.00,49,11
NORTH,2021/06/07 09:53:00,85,0.00,48,9
NORTH,2021/06/07 10:53:00,87,0.00,45,15
NORTH,2021/06/07 11:53:00,88,0.00,40,10
NORTH,2021/06/07 12:53:00,90,0.00,38,17
NORTH,2021/06/07 13:53:00,89,0.00,42,17
NORTH,2021/06/07 14:53:00,89,0.00,42,17
NORTH,2021/06/07 15:53:00,86,0.00,46,16
NORTH,2021/06/07 16:53:00,86,0.00,48,20
NORTH,2021/06/07 17:53:00,83,0.00,55,15
NORTH,2021/06/07 18:53:00,81,0.00,57,10
NORTH,2021/06/07 19:53:00,80,0.00,58,10
NORTH,2021/06/07 20:53:00,78,0.00,64,9
NORTH,2021/06/07 21:53:00,78,0.00,64,10
NORTH,2021/06/07 22:53:00,77,0.00,66,10
NORTH,2021/06/07 23:53:00,75,0.00,69,8
NORTH,2021/06/08 00:53:00,74,0.00,69,10
NORTH,2021/06/08 01:53:00,71,0.00,76,5
NORTH,2021/06/08 02:53:00,71,0.00,79,7
NORTH,2021/06/08 03:53:00,72,0.00,76,7
NORTH,2021/06/08 04:53:00,72,0.00,76,9
NORTH,2021/06/08 05:53:00,74,0.00,74,10
NORTH,2021/06/08 06:53:00,74,0.00,74,9
NORTH,2021/06/08 07:53:00,75,0.00,71,15
NORTH,2021/06/08 08:53:00,76,0.00,72,17
NORTH,2021/06/08 09:53:00,79,0.00,67,16
NORTH,2021/06/08 10:53:00,79,0.00,69,13
NORTH,2021/06/08 11:53:00,78,0.00,71,15
NORTH,2021/06/08 12:53:00,77,0.00,74,10
NORTH,2021/06/08 13:53:00,81,0.00,65,18
NORTH,2021/06/08 14:53:00,81,0.00,65,17
NORTH,2021/06/08 15:53:00,80,0.00,67,13
NORTH,2021/06/08 16:53:00,80,0.00,67,16
NORTH,2021/06/08 17:53:00,79,0.00,69,11
NORTH,2021/06/08 18:53:00,77,0.00,71,9
NORTH,2021/06/08 19:53:00,75,0.00,82,7
NORTH,2021/06/08 20:53:00,73,0.00,87,6
NORTH,2021/06/08 21:53:00,73,0.00,87,8
NORTH,2021/06/08 22:53:00,73,0.00,84,7
NORTH,2021/06/08 23:53:00,72,0.00,84,8
NORTH,2021/06/09 00:53:00,71,0.00,87,7
NORTH,2021/06/09 01:53:00,70,0.00,87,7
NORTH,2021/06/09 02:53:00,69,0.00,90,5
NORTH,2021/06/09 03:53:00,68,0.00,93,3
NORTH,2021/06/09 04:09:00,69,0.0,93,3
NORTH,2021/06/09 04:49:00,70,0.0,88,5
NORTH,2021/06/09 04:53:00,70,0.00,87,3
NORTH,2021/06/09 05:26:00,70,0.0,90,5
NORTH,2021/06/09 05:34:00,70,0.0,90,6
NORTH,2021/06/09 05:53:00,70,0.00,90,3
NORTH,2021/06/09 06:06:00,70,0.0,90,3
NORTH,2021/06/09 06:13:00,70,0.0,90,3
NORTH,2021/06/09 06:53:00,73,0.00,81,8
NORTH,2021/06/09 07:53:00,76,0.00,45,15
NORTH,2021/06/09 08:53:00,78,0.00,43,11
NORTH,2021/06/09 09:53:00,80,0.00,37,6
NORTH,2021/06/09 10:53:00,81,0.00,32,8
NORTH,2021/06/09 11:53:00,82,0.00,33,6
NORTH,2021/06/09 12:53:00,83,0.00,32,8
NORTH,2021/06/09 13:53:00,85,0.00,30,10
NORTH,2021/06/09 14:53:00,84,0.00,27,11
NORTH,2021/06/09 15:53:00,84,0.00,24,9
NORTH,2021/06/09 16:53:00,83,0.00,22,8
NORTH,2021/06/09 17:53:00,80,0.00,28,10
NORTH,2021/06/09 18:53:00,75,0.00,33,6
NORTH,2021/06/09 19:53:00,67,0.00,53,5
NORTH,2021/06/09 20:53:00,60,0.00,67,0
NORTH,2021/06/09 21:53:00,58,0.00,65,0
NORTH,2021/06/09 22:53:00,56,0.00,70,0
NORTH,2021/06/09 23:53:00,54,0.00,75,0
NORTH,2021/06/10 00:53:00,52,0.00,86,0
NORTH,2021/06/10 01:53:00,50,0.00,89,0
NORTH,2021/06/10 02:53:00,50,0.00,83,0
NORTH,2021/06/10 03:53:00,49,0.00,86,0
NORTH,2021/06/10 04:53:00,50,0.00,83,6
NORTH,2021/06/10 05:53:00,56,0.00,65,7
NORTH,2021/06/10 06:53:00,60,0.00,44,11
NORTH,2021/06/10 07:53:00,63,0.00,37,16
NORTH,2021/06/10 08:53:00,63,0.00,35,11
NORTH,2021/06/10 09:53:00,64,0.00,33,11
NORTH,2021/06/10 10:53:00,67,0.00,32,7
NORTH,2021/06/10 11:53:00,69,0.00,32,9
NORTH,2021/06/10 12:53:00,69,0.00,29,6
NORTH,2021/06/10 13:53:00,70,0.00,30,6
NORTH,2021/06/10 14:53:00,71,0.00,29,8
NORTH,2021/06/10 15:53:00,71,0.00,28,6
NORTH,2021/06/10 16:53:00,72,0.00,26,8
NORTH,2021/06/10 17:53:00,71,0.00,28,10
NORTH,2021/06/10 18:53:00,67,0.00,35,6
NORTH,2021/06/10 19:53:00,61,0.00,44,5
NORTH,2021/06/10 20:53:00,61,0.00,43,3
NORTH,2021/06/10 21:53:00,61,0.00,46,5
NORTH,2021/06/10 22:53:00,60,0.00,50,6
NORTH,2021/06/10 23:53:00,56,0.00,65,0
NORTH,2021/06/11 00:53:00,59,0.00,56,5
NORTH,2021/06/11 01:53:00,59,0.0,58,3
NORTH,2021/06/11 02:53:00,57,0.01,67,7
NORTH,2021/06/11 03:53:00,56,0.01,75,0
NORTH,2021/06/11 04:53:00,56,0.0,90,3
NORTH,2021/06/11 05:53:00,56,0.00,84,3
NORTH,2021/06/11 06:53:00,57,0.00,78,5
NORTH,2021/06/11 07:53:00,60,0.00,67,7
NORTH,2021/06/11 08:53:00,63,0.00,58,0
NORTH,2021/06/11 09:53:00,67,0.00,51,6
NORTH,2021/06/11 10:53:00,70,0.00,38,7
NORTH,2021/06/11 12:53:00,74,0.00,33,
NORTH,2021/06/11 13:53:00,74,0.00,33,
NORTH,2021/06/11 14:53:00,74,0.00,32,5
NORTH,2021/06/11 15:53:00,74,0.00,33,6
NORTH,2021/06/11 16:53:00,73,0.00,37,5
NORTH,2021/06/11 17:53:00,73,0.00,38,6
NORTH,2021/06/11 18:53:00,68,0.00,51,7
NORTH,2021/06/11 19:53:00,62,0.00,67,5
NORTH,2021/06/11 20:53:00,58,0.00,87,3
NORTH,2021/06/11 21:53:00,58,0.00,84,5
NORTH,2021/06/11 22:53:00,55,0.00,93,0
NORTH,2021/06/11 23:53:00,54,0.00,90,0
NORTH,2021/06/12 00:53:00,53,0.00,93,0
NORTH,2021/06/12 01:53:00,53,0.00,93,5
NORTH,2021/06/12 02:53:00,49,0.00,100,0
NORTH,2021/06/12 03:02:00,50,0.0,93,0
NORTH,2021/06/12 03:06:00,49,0.0,93,0
NORTH,2021/06/12 03:14:00,49,0.0,93,0
NORTH,2021/06/12 03:21:00,49,0.0,97,0
NORTH,2021/06/12 03:23:00,50,0.0,96,0
NORTH,2021/06/12 03:25:00,50,0.0,96,0
NORTH,2021/06/12 03:31:00,50,0.0,96,0
NORTH,2021/06/12 03:43:00,50,0.0,93,0
NORTH,2021/06/12 03:46:00,50,0.0,96,0
NORTH,2021/06/12 03:53:00,50,0.00,93,0
NORTH,2021/06/12 03:59:00,50,0.0,93,0
NORTH,2021/06/12 04:03:00,49,0.0,97,0
NORTH,2021/06/12 04:08:00,48,0.0,96,0
NORTH,2021/06/12 04:10:00,48,0.0,96,0
NORTH,2021/06/12 04:16:00,49,0.0,93,0
NORTH,2021/06/12 04:23:00,48,0.0,96,0
NORTH,2021/06/12 04:27:00,48,0.0,96,0
NORTH,2021/06/12 04:34:00,47,0.0,93,0
NORTH,2021/06/12 04:43:00,48,0.0,93,0
NORTH,2021/06/12 04:46:00,48,0.0,96,0
NORTH,2021/06/12 04:51:00,50,0.0,94,0
NORTH,2021/06/12 04:53:00,50,0.00,96,0
NORTH,2021/06/12 05:53:00,56,0.00,93,0
NORTH,2021/06/12 06:53:00,62,0.00,75,3
NORTH,2021/06/12 07:53:00,66,0.00,63,0
NORTH,2021/06/12 08:53:00,70,0.00,55,3
NORTH,2021/06/12 09:53:00,73,0.00,41,8
NORTH,2021/06/12 10:53:00,75,0.00,28,8
NORTH,2021/06/12 11:53:00,77,0.00,24,0
NORTH,2021/06/12 12:53:00,78,0.00,21,0
NORTH,2021/06/12 13:53:00,78,0.00,19,5
NORTH,2021/06/12 14:53:00,79,0.00,20,5
NORTH,2021/06/12 15:53:00,79,0.00,20,6
NORTH,2021/06/12 16:53:00,79,0.00,17,5
NORTH,2021/06/12 17:53:00,76,0.00,25,3
NORTH,2021/06/12 18:53:00,68,0.00,55,0
NORTH,2021/06/12 19:53:00,64,0.00,60,0
NORTH,2021/06/12 20:53:00,60,0.00,67,0
NORTH,2021/06/12 21:53:00,56,0.00,75,0
NORTH,2021/06/12 22:53:00,53,0.00,86,0
NORTH,2021/06/12 23:53:00,51,0.00,92,3
NORTH,2021/06/13 00:53:00,52,0.00,89,0
NORTH,2021/06/13 01:53:00,56,0.00,81,0
NORTH,2021/06/13 02:53:00,53,0.00,89,0
NORTH,2021/06/13 03:53:00,50,0.00,93,0
NORTH,2021/06/13 04:23:00,48,0.0,96,0
NORTH,2021/06/13 04:31:00,50,0.0,93,0
NORTH,2021/06/13 04:53:00,49,0.00,97,0
NORTH,2021/06/13 05:53:00,55,0.00,93,0
NORTH,2021/06/13 06:53:00,63,0.00,63,6
NORTH,2021/06/13 07:53:00,66,0.00,56,7
NORTH,2021/06/13 08:53:00,73,0.00,46,6
NORTH,2021/06/13 09:53:00,76,0.00,39,5
NORTH,2021/06/13 10:53:00,78,0.00,35,7
NORTH,2021/06/13 11:53:00,81,0.00,33,10
NORTH,2021/06/13 12:53:00,81,0.00,34,5
NORTH,2021/06/13 13:53:00,82,0.00,33,10
NORTH,2021/06/13 14:53:00,82,0.00,34,8
NORTH,2021/06/13 15:53:00,81,0.00,37,9
NORTH,2021/06/13 16:53:00,80,0.00,38,6
NORTH,2021/06/13 17:53:00,81,0.00,39,3
NORTH,2021/06/13 18:53:00,77,0.00,42,5
NORTH,2021/06/13 19:53:00,67,0.00,71,0
NORTH,2021/06/13 20:53:00,69,0.00,66,0
NORTH,2021/06/13 21:53:00,67,0.00,71,0
NORTH,2021/06/13 22:53:00,64,0.00,81,0
NORTH,2021/06/13 23:37:00,65,0.0,78,5
NORTH,2021/06/13 23:45:00,67,0.0,71,0
NORTH,2021/06/13 23:53:00,65,0.0,78,6
NORTH,2021/06/14 00:08:00,65,0.0,78,0
NORTH,2021/06/14 00:39:00,65,0.01,78,17
NORTH,2021/06/14 00:50:00,63,0.14,83,6
NORTH,2021/06/14 00:53:00,63,0.0,87,6
NORTH,2021/06/14 01:02:00,62,0.03,90,9
NORTH,2021/06/14 01:18:00,64,0.12,84,13
NORTH,2021/06/14 01:25:00,64,0.14,87,14
NORTH,2021/06/14 01:42:00,64,0.19,87,14
NORTH,2021/06/14 01:51:00,63,0.0,94,13
NORTH,2021/06/14 01:53:00,63,0.22,90,11
NORTH,2021/06/14 02:13:00,63,0.08,93,13
NORTH,2021/06/14 02:25:00,63,0.10,93,10
NORTH,2021/06/14 02:39:00,63,0.11,90,10
NORTH,2021/06/14 02:53:00,62,0.10,90,11
NORTH,2021/06/14 03:53:00,62,0.0,90,6
NORTH,2021/06/14 04:53:00,62,0.05,93,0
NORTH,2021/06/14 05:53:00,62,0.02,93,0
NORTH,2021/06/14 06:53:00,63,0.00,90,6
NORTH,2021/06/14 07:53:00,66,0.00,84,6
NORTH,2021/06/14 08:53:00,67,0.00,84,5
NORTH,2021/06/14 09:32:00,70,0.0,73,0
NORTH,2021/06/14 09:53:00,71,0.00,68,6
NORTH,2021/06/14 10:16:00,73,0.0,69,5
NORTH,2021/06/14 10:53:00,73,0.00,66,7
NORTH,2021/06/14 11:53:00,74,0.00,64,6
NORTH,2021/06/14 12:36:00,74,0.0,62,5
NORTH,2021/06/14 12:43:00,74,0.0,62,0
NORTH,2021/06/14 12:53:00,75,0.00,60,3
NORTH,2021/06/14 13:53:00,73,0.00,69,5
NORTH,2021/06/14 14:08:00,74,0.01,69,5
NORTH,2021/06/14 14:30:00,73,0.01,69,3
NORTH,2021/06/14 14:53:00,73,0.01,66,0
NORTH,2021/06/14 15:53:00,68,0.0,68,14
NORTH,2021/06/14 16:53:00,68,0.00,65,7
NORTH,2021/06/14 17:53:00,65,0.0,76,5
NORTH,2021/06/14 18:53:00,65,0.0,81,5
NORTH,2021/06/14 19:53:00,64,0.00,84,10
NORTH,2021/06/14 20:53:00,61,0.00,87,8
NORTH,2021/06/14 21:53:00,60,0.00,86,7
NORTH,2021/06/14 22:53:00,59,0.00,87,3
NORTH,2021/06/14 23:53:00,60,0.00,86,0
NORTH,2021/06/15 00:53:00,60,0.00,86,6
NORTH,2021/06/15 01:29:00,58,0.0,90,3
NORTH,2021/06/15 01:53:00,59,0.00,90,5
NORTH,2021/06/15 02:28:00,59,0.0,87,6
NORTH,2021/06/15 02:53:00,59,0.00,87,7
NORTH,2021/06/15 03:48:00,57,0.0,94,6
NORTH,2021/06/15 03:53:00,58,0.00,93,6
NORTH,2021/06/15 04:53:00,60,0.00,86,3
NORTH,2021/06/15 05:53:00,61,0.00,87,5
NORTH,2021/06/15 06:53:00,62,0.00,84,7
NORTH,2021/06/15 07:38:00,62,0.0,86,5
NORTH,2021/06/15 07:53:00,62,0.0,90,6
NORTH,2021/06/15 08:16:00,63,0.0,90,5
NORTH,2021/06/15 08:29:00,63,0.0,87,6
NORTH,2021/06/15 08:43:00,64,0.0,84,6
NORTH,2021/06/15 08:51:00,64,0.0,83,5
NORTH,2021/06/15 08:53:00,64,0.0,84,5
NORTH,2021/06/15 09:02:00,66,0.0,81,8
NORTH,2021/06/15 09:51:00,66,0.0,78,5
NORTH,2021/06/15 09:53:00,67,0.00,76,0
NORTH,2021/06/15 10:23:00,67,0.0,73,9
NORTH,2021/06/15 10:39:00,69,0.0,68,7
NORTH,2021/06/15 10:53:00,68,0.00,70,7
NORTH,2021/06/15 11:43:00,63,0.04,87,14
NORTH,2021/06/15 11:51:00,63,0.0,94,10
NORTH,2021/06/15 11:53:00,62,0.10,93,11
NORTH,2021/06/15 12:04:00,62,0.01,93,9
NORTH,2021/06/15 12:51:00,61,0.0,88,14
NORTH,2021/06/15 12:53:00,60,0.02,93,15
NORTH,2021/06/15 13:13:00,60,0.0,90,11
NORTH,2021/06/15 13:36:00,60,0.02,90,10
NORTH,2021/06/15 13:45:00,59,0.05,90,14
NORTH,2021/06/15 13:51:00,57,0.0,94,15
NORTH,2021/06/15 13:53:00,58,0.05,90,13
NORTH,2021/06/15 14:16:00,58,0.0,93,9
NORTH,2021/06/15 14:51:00,59,0.0,88,10
NORTH,2021/06/15 14:53:00,60,0.03,86,8
NORTH,2021/06/15 15:53:00,62,0.00,73,6
NORTH,2021/06/15 16:53:00,62,0.02,75,0
NORTH,2021/06/15 17:53:00,63,0.00,70,3
NORTH,2021/06/15 18:53:00,62,0.00,78,5
NORTH,2021/06/15 19:53:00,57,0.00,93,0
NORTH,2021/06/15 20:53:00,58,0.00,87,9
NORTH,2021/06/15 21:53:00,53,0.00,96,3
NORTH,2021/06/15 22:53:00,56,0.00,60,8
NORTH,2021/06/15 23:53:00,55,0.00,55,7
NORTH,2021/06/16 00:53:00,55,0.00,55,9
NORTH,2021/06/16 01:53:00,53,0.00,59,7
NORTH,2021/06/16 02:53:00,52,0.00,61,6
NORTH,2021/06/16 03:53:00,48,0.00,74,3
NORTH,2021/06/16 04:53:00,50,0.00,68,5
NORTH,2021/06/16 05:53:00,54,0.00,62,7
NORTH,2021/06/16 06:53:00,55,0.00,59,10
NORTH,2021/06/16 07:53:00,57,0.00,55,8
NORTH,2021/06/16 08:53:00,60,0.00,53,13
NORTH,2021/06/16 09:53:00,62,0.00,50,14
NORTH,2021/06/16 10:53:00,63,0.00,43,16
NORTH,2021/06/16 11:53:00,66,0.00,40,15
NORTH,2021/06/16 12:53:00,66,0.00,37,10
NORTH,2021/06/16 13:53:00,69,0.00,36,14
NORTH,2021/06/16 14:53:00,68,0.00,36,14
NORTH,2021/06/16 15:53:00,69,0.00,33,16
NORTH,2021/06/16 16:53:00,68,0.00,35,11
NORTH,2021/06/16 17:53:00,68,0.00,33,13
NORTH,2021/06/16 18:53:00,65,0.00,37,7
NORTH,2021/06/16 19:53:00,60,0.00,50,3
NORTH,2021/06/16 20:53:00,53,0.00,77,0
NORTH,2021/06/16 21:53:00,55,0.00,69,6
NORTH,2021/06/16 22:53:00,54,0.00,67,8
NORTH,2021/06/16 23:53:00,52,0.00,77,7
NORTH,2021/06/17 00:53:00,50,0.00,83,7
NORTH,2021/06/17 01:53:00,49,0.00,86,6
NORTH,2021/06/17 02:53:00,48,0.00,89,5
NORTH,2021/06/17 03:53:00,48,0.00,86,7
